Fecha,Aceites lubricantes,Asfalto,Bunker,Ceras,Combustible turbo jet,Diesel bajo azufre,Diesel ultra bajo azufre,Gas licuado de petróleo,Gasolina de aviación,Gasolina regular,Gasolina superior,Grasas lubricantes,Kerosina,Mezclas oleosas,Naftas,PetCoke,Petróleo crudo,Solventes,Butano,Diesel alto azufre,Orimulsión,Total
2004-12-01 00:00:00,0,14061.36,289338.8,0,0,0,0,241915.00523809527,1419,236733.03,429109.1,0,63695.8,0,0,79546.5,43894,0,0,761864.3,180450,2342026.8952380954
2005-01-01 00:00:00,0,17015.36,260522.63,0,48943.2,0,0,227154.96976190474,1497,209901.6,321382.14,0,10015.1,0,0,98428,31108.09,0,0,724692.36,148655,2099315.449761905
2005-02-01 00:00:00,0,29448.99,280847.96,0,39285.8,0,0,211814.37595238094,1705,198775.61,375768.83,0,9557.4,0,0,64718.5,43384.28,0,0,717116.77,152244,2124667.515952381
2005-03-01 00:00:00,0,38075.98,404657.12,0,48358.6,0,0,224387.02833333335,1282,231358.58,410241.928,0,9416.3,0,0,92735.5,32149,0,0,802139.58,168846,2463647.6163333333
2005-04-01 00:00:00,0,40602.97,387064.14,0,39340.9,0,0,218555.20642857143,917,225644.89,389737.16,0,5506.2,0,0,131785.5,47388,0,0,803996.93,182433,2472971.896428572
2005-05-01 00:00:00,0,40536.6,506432.44,0,36827.2,0,0,230568.15238095235,1335,187048.26,343762.52,0,6820.9,0,0,129277.5,55515,0,0,715360.44,167907,2421391.012380952
2005-06-01 00:00:00,0,39064.02,562186.3,0,44188.1,0,0,223151.25952380954,1412,202161.79,351906.82,0,8013.7,0,0,69657.5,55190,0,0,681743.36,166798,2405472.8495238093
2005-07-01 00:00:00,0,34049.77,334178.36,0,50690.5,0,0,236140.07857142857,1678,213821.77,389172.65,0,5335.4,0,0,64702,50986,0,0,678614.47,122064,2181432.9985714285
2005-08-01 00:00:00,0,29237.36,305370.13,0,47309.3,0,0,242734.74047619046,1106,212696.38,396871.12,0,8509.9,0,0,86713,61600,0,0,693681.13,158944,2244773.0604761904
2005-09-01 00:00:00,0,26273.57,238571.81,0,40131.2,0,0,223283.86904761902,1309,196776.87,378887.62,0,5904.7,0,0,87345.5,11689,0,0,666258.37,103761,1980192.5090476188
2005-10-01 00:00:00,0,5405.34,230464.4,0,49322.5,0,0,213139.58095238096,996,192270.24,328052.56,0,7862.9,0,0,84210.5,7770,0,0,589830.24,91025,1800349.260952381
2005-11-01 00:00:00,0,13712.31,302297.6,0,23955.9,0,0,222988.52619047617,1624,185251.12,360869.14,0,7266.3,0,0,77429,35384,0,0,701255.47,183012,2115045.3661904763
2005-12-01 00:00:00,0,25971.31,285933.09,0,50005,0,0,225410.42904761905,1457,241035.13,448688.52,0,8298.3,0,0,99434.5,51257,0,0,775027.2,163364,2375881.4790476193
2006-01-01 00:00:00,0,26454.21,271228.13,0,45851,0,0,217867.30952380953,1307,211152.72,382078.88,0,7111.6,0,0,98549,38294,0,0,750946.36,163706,2214546.2095238096
2006-02-01 00:00:00,0,33494,228414.98,0,43198.9,0,0,212328.60714285713,1735,200551.4,367944.25,0,6390.9,0,0,101057,43150,0,0,734530.76,152377,2125172.797142857
2006-03-01 00:00:00,0,48745,338067.89,0,45311.9,0,0,232405.35714285716,1585,233082.86,427567.58,0,7416.6,0,0,82582.5,29621,0,0,875047.29,151247,2472679.9771428574
2006-04-01 00:00:00,0,36478,445994.72,0,44322.2,0,0,207612.26904761902,1497,223479.45,392050.29,0,8600.5,0,0,89331,59859,0,0,711185.23,29039,2249448.659047619
2006-05-01 00:00:00,0,40882,628053.53,0,44047.1,0,0,232489.8333333333,1400,222710.9,379832.55,0,6151.3,0,0,96222.5,29498,0,0,734289.15,0,2415576.8633333333
2006-06-01 00:00:00,0,22806,399380.67,0,42531.9,0,0,236563.82857142854,1362,196511.22,364359.35,0,3720.3,0,0,101684,30854,0,0,672428.87,0,2072202.1385714286
2006-07-01 00:00:00,0,34461.58,408695.2,0,43381.8,0,0,239767.85476190477,1552,210255.7,392252.91,0,6128.6,0,0,97361,59117.27,0,0,684438.7,0,2177412.614761905
2006-08-01 00:00:00,0,29068.07,412953.69,0,44489.5,0,0,245672.01666666666,1942,211202.14,394585.28,0,7918.7,0,0,89875.5,42171.03,0,0,707219.69,1471,2188568.6166666667
2006-09-01 00:00:00,0,22311.3,283514.35,0,37449.2,0,0,256040.1023809524,1576,204369.99,382724.97,0,6691.2,0,0,111782,39823.1,0,0,650791.38,0,1997073.5923809523
2006-10-01 00:00:00,0,25204.67,464238.85,0,37891.8,0,0,238514.63333333333,1845,203061.39,400793.81,0,7884.2,0,0,48735.5,28499.79,0,0,683543.13,0,2140212.7733333334
2006-11-01 00:00:00,0,36772.97,523491.3,0,40998.5,0,0,228417.4380952381,1618.91,205541.91,401922.57,0,7669.5,0,0,109186,21777.27,0,0,739181.99,0,2316578.358095238
2006-12-01 00:00:00,0,27047.99,384849.54,0,51753.6,0,0,236333.1119047619,1959,233936.83,454373.13,0,9049.5,0,0,110896.5,34342.7,0,0,776330.26,0,2320872.1619047616
2007-01-01 00:00:00,0,36112.06,481365.9,0,47659.2,0,0,217344.65595238097,1657,216560.79,418412.86,0,9659.8,0,0,118327,55217.79,0,0,810372.66,0,2412689.715952381
2007-02-01 00:00:00,0,35844.96,441178.9,0,42101.8,0,0,211149.36071428572,1606,204991.91,401425.14,0,5162.4,0,0,89353,38218.66,0,0,799394.6,0,2270426.7307142857
2007-03-01 00:00:00,0,47101.77,537373.86,0,54082.4,0,0,264115.98333333334,1665,239019.91,454731.09,0,7526.9,0,0,101887.5,57660.84,0,0,956680.19,0,2721845.4433333334
2007-04-01 00:00:00,0,38731.92,480634.06,0,44957.1,0,0,224818.87619047618,1550,217536.23,403732.56,0,7512.6,0,0,91234,46865.77,0,0,758988.58,0,2316561.6961904764
2007-05-01 00:00:00,0,44730.69,624648.8,0,46178.5,0,0,259749.48095238098,1458,224400.73,426414.71,0,11518.6,0,0,78331,47491.42,0,0,811703.69,0,2576625.620952381
2007-06-01 00:00:00,0,25509.9,666096.2,0,46459.4,0,0,244505.28333333335,908,217473.91,390991.36,0,14318.3,0,0,83270,36586.8,0,0,720896.77,0,2447015.923333334
2007-07-01 00:00:00,0,41652.9,680178.9,0,55620.5,0,0,261555.62142857144,1381,219874.23,416497.41,0,11812.2,0,0,99957,66993.71,0,0,721550.61,0,2577074.0814285716
2007-08-01 00:00:00,0,32132.95,529257.62,0,50337,0,0,267634.12142857147,1571,236565.57,411088.53,0,16179.4,0,0,117265.5,36100.5,0,0,736620.9,0,2434753.0914285714
2007-09-01 00:00:00,0,21666.59,374139.35,0,46392.8,0,0,254081.75857142854,1243,207241.84,390568.99,0,9016.5,0,0,101530,48278.98,0,0,669587.88,0,2123747.6885714284
2007-10-01 00:00:00,0,23741.47,384625.95,0,50839.9,0,0,264936.6595238095,1284,224750.77,419001.81,0,13724.2,0,0,105314,22628.56,0,0,738702.86,0,2249550.17952381
2007-11-01 00:00:00,0,36281.17,515855.99,0,48631.6,0,0,250108.61190476193,1477,218116.79,417490.77,0,13720.9,0,0,73557,52597.23,0,0,779547.05,0,2407384.111904762
2007-12-01 00:00:00,0,36570.14,431419.38,0,52596,0,0,253659.5285714286,1009,252394.11428571425,438542.79333333333,0,23241.6,0,0,100226.5,47879.57,0,0,768886.87,0,2406425.496190476
2008-01-01 00:00:00,0,33627.86,433142.36,0,50760.2,0,0,252508.3333333333,1989.2,213645.39,403266.74,0,23736.5,0,0,95308.84,43860.96,0,0,797668.91,0,2349515.293333333
2008-02-01 00:00:00,0,27023.37,430602.16,0,49177.79,0,0,241978.08333333334,1282.48,215873.67,407735.55,0,12268.8,0,0,59523.695,43795.41,0,0,794000.25,0,2283261.258333333
2008-03-01 00:00:00,0,24535.08,433126.79,0,54474.23,0,0,247679.0380952381,1282.24,233761.07,424157.28,0,11053.6,0,0,90591.985,33091.99,0,0,776026.79,0,2329780.0930952383
2008-04-01 00:00:00,0,28686.75,521002.28,0,50481.01,0,0,243178.03095238094,1389.7,233687.28,399193.53,0,9701.1,0,0,107236.47,33710.99,0,0,807725.77,0,2435992.910952381
2008-05-01 00:00:00,0,30108.84,671159.46,0,40315.15,0,0,240798.45952380952,1097.2,236635.85,390882.63,0,10184.3,0,0,108039.415,29039.12,0,0,682326.18,0,2440586.6045238096
2008-06-01 00:00:00,0,13816.19,512787.44,0,45117.89,0,0,242422.57142857142,961.5,200656.57,337464.32,0,9387.8,0,0,109057.41,24325.03,0,0,507662.65,0,2003659.3714285716
2008-07-01 00:00:00,0,13246.41,374959.04,0,53791.45,0,0,243531.97142857144,1376,228640.21,374847.05,0,12510.7,0,0,85805.5,20392.63,0,0,544399.26,0,1953500.2214285715
2008-08-01 00:00:00,0,17823.81,340442.84,0,52969.79,0,0,237062.51904761905,1296.43,227499,378363.76,0,5642.2,0,0,57263.195,27582.41,0,0,556174.4,0,1902120.354047619
2008-09-01 00:00:00,0,12370.7,312823.32,0,44179.04,0,0,225262.4585714286,1432.72,218214.64,367962.73,0,5890.8,0,0,103737.26,27685.65,0,0,557802.62,0,1877361.9385714284
2008-10-01 00:00:00,0,16819.09,327371.38,0,43407.77,0,0,263100.50238095236,1192.71,238955.44,386430.4,0,4615.3,0,0,76022.98,19914.86,0,0,617863.13,0,1995693.5623809525
2008-11-01 00:00:00,0,29048.29,340754.09,0,43778.49,0,0,230092.62142857147,737.48,238626.16,375438.69,0,5666.5,0,0,69055.69,40840.89,0,0,688104.11,0,2062143.0114285713
2008-12-01 00:00:00,0,28541.85,327040.5112,0,47251.99,0,0,245852.64523809525,1661.95,298245.47,463343.73,0,12981.9,0,0,10382.57,41920.97,0,0,778953.84,0,2256177.426438095
2009-01-01 00:00:00,0,31963.02,454789.92238095234,0,44522.53,0,0,217372.4166666667,1198.7,273494.16,424264.5,0,9922.8,0,0,94486.37,43188.98000000001,0,0,800526.47,0,2395729.8690476185
2009-02-01 00:00:00,0,38311.5,387416.95,0,38201.07,0,0,212038.24192799072,1009.24,254667.7,424438.71,0,6520.7,0,0,95799.165,52862.619999999995,0,0,795050.51,0,2306316.4069279907
2009-03-01 00:00:00,0,59263.86,401630.02,0,42318.130000000005,0,0,235475.31666666668,1385.24,290343.27999999997,434248.69,0,8252.9,0,0,98162.735,70567.18,0,0,865981.57,0,2507628.921666667
2009-04-01 00:00:00,0,48545.41,643776.5499999999,0,42656.39,0,0,209739.1738095238,1018.24,290887.08,454265.4,0,9120.7,0,0,97879.98000000001,53545.560000000005,0,0,822109.7400000001,0,2673544.223809524
2009-05-01 00:00:00,0,48882.92,682916.8700000001,0,35798.11,0,0,221884.4661904762,1357.9,276970.67,432401.49,0,7861.7,0,0,101914.67,60585.75000000001,0,0,770687.2799999999,0,2641261.8261904763
2009-06-01 00:00:00,0,27918.98,586246.02,0,44548.270000000004,0,0,221329.6261904762,822.8,252551.99000000002,393140.38,0,4161.6,0,0,91670.865,37437.64000000001,0,0,703815.5499999999,0,2363643.7211904763
2009-07-01 00:00:00,0,37350.91,450992.66,0,46313.509999999995,0,0,241510.20476190475,1649.1,283142.05,435256.08999999997,0,11172.6,0,0,110163.57,55471.149999999994,0,0,740868.09,0,2413889.9347619046
2009-08-01 00:00:00,0,32129.06,535359.83,0,39851.2,0,0,232174.10952380954,1458.48,267830.84,409182.96,0,10701.3,0,0,74197.31,37735.48,0,0,692376.6999999998,0,2332997.2695238097
2009-09-01 00:00:00,0,31422.61,545203.2999999999,0,34686.54,0,0,225886.4261904762,1285.3,248994.41999999998,420238.71,0,7926.6,0,0,72632.725,29161.170000000006,0,0,687435.1000000001,0,2304872.901190476
2009-10-01 00:00:00,0,25594.66,643683.55,0,37554.44,0,0,235899.13333333336,1003,269008.52,421753.29000000004,0,10994,0,0,94084.43,54414,0,0,775739.56,0,2569728.5833333335
2009-11-01 00:00:00,0,44273.35,525804.7999999999,0,37672.78999999999,0,0,232172.83333333337,1412.9,212149.905,391754.81,0,15251.9,0,0,77337.315,42512.45,0,0,738678.6499999999,0,2319021.703333333
2009-12-01 00:00:00,0,31718.719999999998,457616.74000000005,0,44690.11,0,0,215923.37857142853,1461,296805.29000000004,449842.29000000004,0,10317.6,0,0,80620.815,50398.46000000001,0,0,891670.4099999999,0,2531064.8135714284
2010-01-01 00:00:00,0,31511.410000000003,391820.19,0,41227.21,0,0,228078.62380952382,850,243341.49000000002,389068.41,0,10204.3,0,0,83732.935,32292.300000000003,0,0,777741.3400000001,0,2229868.208809524
2010-02-01 00:00:00,0,30767.710000000003,451749.94,0,35844.67,0,0,214409.6857142857,1397,248207.93000000002,391195.69000000006,0,9408.7,0,0,91255.01,30991.629999999997,0,0,807692.1,0,2312920.0657142857
2010-03-01 00:00:00,0,27017.079999999998,384792.99,0,44598.5,0,0,242081.58571428573,1329,320985.41000000003,465664.59,0,33330.7,0,0,79706.60500000001,55580.16,0,0,1017058.18,0,2672144.8007142856
2010-04-01 00:00:00,0,24699.45,331373.92,0,45127.020000000004,0,0,216150.6666666667,1098,254872.61000000002,387063.18,0,3894.5,0,0,77061.26999999999,24069.940000000002,0,0,762770.0099999999,0,2128180.5666666664
2010-05-01 00:00:00,0,20105.26,365270.01,0,37381.07,0,0,215523.5380952381,957,238903.31,381811.17999999993,0,4776,0,0,87377.4,55436.63999999999,0,0,721668.1799999999,0,2129209.5880952384
2010-06-01 00:00:00,0,13669.009999999998,344237.89,0,38418.83,0,0,226415.07380952383,940,251896.38999999998,385981.1,0,9185.7,0,0,86113.28,55113.229999999996,0,0,683236.54,0,2095207.043809524
2010-07-01 00:00:00,0,10977.1,291849.32999999996,0,47085.53,0,0,243063.35,1094,278700.49,422481.8,0,8863.1,0,0,45959.649999999994,38570.84999999999,0,0,721584.6000000001,0,2110229.8
2010-08-01 00:00:00,0,10044.77,212469.47,0,45197.119999999995,0,0,245908.4166666667,1279,268917.79,410176.38999999996,0,6961.3,0,0,95323.085,12877.010000000002,0,0,695796.3300000001,0,2004950.6816666666
2010-09-01 00:00:00,0,19136.32,211385.25,0,36057.490000000005,0,0,233404.89523809525,1694,266975.25,396429.75,0,9110.6,0,0,89908.225,57336.39,0,0,687553.88,0,2008992.0502380952
2010-10-01 00:00:00,0,23496.93,216834.49,0,38697.1,0,0,236852.34523809527,777,275031.20999999996,418305.07000000007,0,5718.6,0,0,63264.575,46381.130000000005,0,0,745415.5100000001,0,2070773.9602380954
2010-11-01 00:00:00,0,24354.93,251863.66,0,33407.71,0,0,255841.84523809527,1538,273452.94,409652.73,0,10443,0,0,71750.745,23969.940000000002,0,0,785917.4000000001,0,2142192.9002380953
2010-12-01 00:00:00,0,21599.07,156863.43,0,41025.05,0,0,251825.20476190478,1124,320807.17,466766.78,0,10620.7,0,0,94478.945,53169.70999999999,0,0,843762,0,2262042.0597619046
2011-01-01 00:00:00,0,17369.797142857144,264151.17600000004,0,30823.29,0,0,244328.91428571424,1295,285089.04000000004,411737.32999999996,0,12512,0,0,106612.99,49396.74,0,0,850696.7899999999,0,2274013.067428571
2011-02-01 00:00:00,0,20587.760000000002,259856.16999999998,0,26917.519999999997,0,0,228478.99523809523,940,269301.38,391131.1,0,11411.5,0,0,100367.74,39015.88,0,0,819940.5,0,2167948.5452380953
2011-03-01 00:00:00,0,25683.064761904763,395111.72,0,34478.8,0,0,255792.9166666667,1475,281453.75,393160.91,0,11433.8,0,0,118505.585,52874.840000000004,0,0,900485.91,0,2470456.2964285715
2011-04-01 00:00:00,0,29703.34380952381,539928.5700000001,0,34179.8,0,0,237582.67619047617,1107,285598.37,386749.27,0,12796.6,0,0,106152.20000000001,34616.09,0,0,797527.23,0,2465941.1500000004
